 chills; vomiting; high fever; sweating; headache; nausea; muscle pain,Malaria
 chills; vomiting; high fever; sweating; headache; nausea; diarrhoea; muscle pain,Malaria
 vomiting; high fever; sweating; headache; nausea; diarrhoea; muscle pain,Malaria
 chills; high fever; sweating; headache; nausea; diarrhoea; muscle pain,Malaria
 chills; vomiting; sweating; headache; nausea; diarrhoea; muscle pain,Malaria
 chills; vomiting; high fever; headache; nausea; diarrhoea; muscle pain,Malaria
 chills; vomiting; high fever; sweating; nausea; diarrhoea; muscle pain,Malaria
 chills; vomiting; high fever; sweating; headache; diarrhoea; muscle pain,Malaria
itching; skin rash; fatigue; lethargy; high fever; headache; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
 skin rash; fatigue; lethargy; high fever; headache; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; fatigue; lethargy; high fever; headache; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; lethargy; high fever; headache; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; fatigue; high fever; headache; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; fatigue; lethargy; headache; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; fatigue; lethargy; high fever; loss of appetite; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; fatigue; lethargy; high fever; headache; mild fever; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; fatigue; lethargy; high fever; headache; loss of appetite; swelled lymph nodes; malaise; red spots over body,Chicken_pox
itching; skin rash; fatigue; lethargy; high fever; headache; loss of appetite; mild fever; malaise; red spots over body,Chicken_pox
 skin rash; chills; joint pain; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; muscle pain; red spots over body,Dengue
 skin rash; chills; joint pain; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; red spots over body,Dengue
 skin rash; chills; joint pain; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain,Dengue
 skin rash; chills; joint pain; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 chills; joint pain; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 skin rash; joint pain; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 skin rash; chills; vomiting; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 skin rash; chills; joint pain; fatigue; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 skin rash; chills; joint pain; vomiting; high fever; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 skin rash; chills; joint pain; vomiting; fatigue; headache; nausea; loss of appetite; pain behind the eyes; back pain; malaise; muscle pain; red spots over body,Dengue
 chills; vomiting; fatigue; high fever; nausea; constipation; abdominal pain; diarrhoea; toxic look (typhos); belly pain,Typhoid
 chills; vomiting; fatigue; high fever; headache; constipation; abdominal pain; diarrhoea; toxic look (typhos); belly pain,Typhoid
 chills; vomiting; fatigue; high fever; headache; nausea; abdominal pain; diarrhoea; toxic look (typhos); belly pain,Typhoid
 chills; vomiting; fatigue; high fever; headache; nausea; constipation; diarrhoea; toxic look (typhos); belly pain,Typhoid
 chills; vomiting; fatigue; high fever; headache; nausea; constipation; abdominal pain; toxic look (typhos); belly pain,Typhoid
 chills; vomiting; fatigue; high fever; headache; nausea; constipation; abdominal pain; diarrhoea; belly pain,Typhoid
 chills; vomiting; fatigue; high fever; headache; nausea; constipation; abdominal pain; diarrhoea; toxic look (typhos),Typhoid
 chills; vomiting; fatigue; high fever; headache; nausea; constipation; abdominal pain; diarrhoea; toxic look (typhos); belly pain,Typhoid
 chills; fatigue; high fever; headache; nausea; constipation; abdominal pain; diarrhoea; toxic look (typhos); belly pain,Typhoid
 joint pain; vomiting; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 vomiting; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; vomiting; dark urine; nausea; loss of appetite; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; vomiting; yellowish skin; nausea; loss of appetite; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; vomiting; yellowish skin; dark urine; loss of appetite; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; vomiting; yellowish skin; dark urine; nausea; abdominal pain; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; vomiting; yellowish skin; dark urine; nausea; loss of appetite; diarrhoea; mild fever; yellowing of eyes; muscle pain,hepatitis_A
 joint pain; vomiting; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; mild fever; yellowing of eyes; muscle pain,hepatitis_A
itching; fatigue; lethargy; yellowish skin; dark urine; loss of appetite; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
 fatigue; lethargy; yellowish skin; dark urine; loss of appetite; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; lethargy; yellowish skin; dark urine; loss of appetite; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; fatigue; yellowish skin; dark urine; loss of appetite; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; fatigue; lethargy; dark urine; loss of appetite; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; fatigue; lethargy; yellowish skin; loss of appetite; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; fatigue; lethargy; yellowish skin; dark urine; abdominal pain; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; fatigue; lethargy; yellowish skin; dark urine; loss of appetite; yellow urine; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
itching; fatigue; lethargy; yellowish skin; dark urine; loss of appetite; abdominal pain; yellowing of eyes; malaise; receiving blood transfusion; receiving unsterile injections,Hepatitis_B
 fatigue; yellowish skin; nausea; loss of appetite; family history,Hepatitis_C
 fatigue; yellowish skin; nausea; loss of appetite; yellowing of eyes; family history,Hepatitis_C
 yellowish skin; nausea; loss of appetite; yellowing of eyes; family history,Hepatitis_C
 fatigue; nausea; loss of appetite; yellowing of eyes; family history,Hepatitis_C
 fatigue; yellowish skin; loss of appetite; yellowing of eyes; family history,Hepatitis_C
 fatigue; yellowish skin; nausea; yellowing of eyes; family history,Hepatitis_C
 fatigue; yellowish skin; nausea; loss of appetite; yellowing of eyes,Hepatitis_C
 joint pain; vomiting; fatigue; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 vomiting; fatigue; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; fatigue; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; fatigue; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; fatigue; yellowish skin; nausea; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; fatigue; yellowish skin; dark urine; loss of appetite; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; fatigue; yellowish skin; dark urine; nausea; abdominal pain; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; fatigue; yellowish skin; dark urine; nausea; loss of appetite; yellowing of eyes,Hepatitis_D
 joint pain; vomiting; fatigue; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain,Hepatitis_D
 joint pain; vomiting; fatigue; high fever; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; coma; stomach bleeding,Hepatitis_E
 joint pain; vomiting; fatigue; high fever; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 vomiting; fatigue; high fever; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 joint pain; fatigue; high fever; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 joint pain; vomiting; high fever; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 joint pain; vomiting; fatigue; yellowish skin; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 joint pain; vomiting; fatigue; high fever; dark urine; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 joint pain; vomiting; fatigue; high fever; yellowish skin; nausea; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 joint pain; vomiting; fatigue; high fever; yellowish skin; dark urine; loss of appetite; abdominal pain; yellowing of eyes; acute liver failure; coma; stomach bleeding,Hepatitis_E
 vomiting; yellowish skin; abdominal pain; swelling of stomach; distention of abdomen; history of alcohol consumption; fluid overload,Alcoholic_hepatitis
 yellowish skin; abdominal pain; swelling of stomach; distention of abdomen; history of alcohol consumption; fluid overload,Alcoholic_hepatitis
 vomiting; abdominal pain; swelling of stomach; distention of abdomen; history of alcohol consumption; fluid overload,Alcoholic_hepatitis
 vomiting; yellowish skin; swelling of stomach; distention of abdomen; history of alcohol consumption; fluid overload,Alcoholic_hepatitis
 vomiting; yellowish skin; abdominal pain; distention of abdomen; history of alcohol consumption; fluid overload,Alcoholic_hepatitis
 vomiting; yellowish skin; abdominal pain; swelling of stomach; history of alcohol consumption; fluid overload,Alcoholic_hepatitis
 vomiting; yellowish skin; abdominal pain; swelling of stomach; distention of abdomen; fluid overload,Alcoholic_hepatitis
 vomiting; yellowish skin; abdominal pain; swelling of stomach; distention of abdomen; history of alcohol consumption,Alcoholic_hepatitis
 chills; vomiting; fatigue; weight loss; cough; high fever; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 vomiting; fatigue; weight loss; cough; high fever; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; fatigue; weight loss; cough; high fever; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; vomiting; weight loss; cough; high fever; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; vomiting; fatigue; cough; high fever; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; vomiting; fatigue; weight loss; high fever; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; vomiting; fatigue; weight loss; cough; breathlessness; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; vomiting; fatigue; weight loss; cough; high fever; sweating; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 chills; vomiting; fatigue; weight loss; cough; high fever; breathlessness; loss of appetite; mild fever; yellowing of eyes; swelled lymph nodes; malaise; phlegm; chest pain; blood in sputum,Tuberculosis
 continuous sneezing; chills; fatigue; cough; high fever; headache; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 chills; fatigue; cough; high fever; headache; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; fatigue; cough; high fever; headache; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; chills; cough; high fever; headache; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; chills; fatigue; high fever; headache; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; chills; fatigue; cough; headache; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; chills; fatigue; cough; high fever; swelled lymph nodes; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; chills; fatigue; cough; high fever; headache; malaise; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 continuous sneezing; chills; fatigue; cough; high fever; headache; swelled lymph nodes; phlegm; throat irritation; redness of eyes; sinus pressure; runny nose; congestion; chest pain; loss of smell; muscle pain,Common_Cold
 chills; fatigue; cough; high fever; breathlessness; sweating; malaise; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; fatigue; cough; high fever; breathlessness; sweating; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 fatigue; cough; high fever; breathlessness; sweating; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; cough; high fever; breathlessness; sweating; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; fatigue; high fever; breathlessness; sweating; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; fatigue; cough; breathlessness; sweating; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; fatigue; cough; high fever; sweating; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; fatigue; cough; high fever; breathlessness; malaise; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 chills; fatigue; cough; high fever; breathlessness; sweating; phlegm; chest pain; fast heart rate; rusty sputum,Pneumonia
 constipation; pain during bowel movements; pain in anal region; bloody stool; irritation in anus,Dimorphic_hemmorhoids_piles_
 pain during bowel movements; pain in anal region; bloody stool; irritation in anus,Dimorphic_hemmorhoids_piles_
 constipation; pain in anal region; bloody stool; irritation in anus,Dimorphic_hemmorhoids_piles_
 constipation; pain during bowel movements; bloody stool; irritation in anus,Dimorphic_hemmorhoids_piles_
 constipation; pain during bowel movements; pain in anal region; irritation in anus,Dimorphic_hemmorhoids_piles_
 constipation; pain during bowel movements; pain in anal region; bloody stool,Dimorphic_hemmorhoids_piles_
 vomiting; breathlessness; sweating; chest pain,Heart_attack
 breathlessness; sweating; chest pain,Heart_attack
 vomiting; sweating; chest pain,Heart_attack
 vomiting; breathlessness; chest pain,Heart_attack
 vomiting; breathlessness; sweating,Heart_attack
 fatigue; cramps; bruising; obesity; swollen legs; swollen blood vessels; prominent veins on calf,Varicose_veins
 cramps; bruising; obesity; swollen legs; swollen blood vessels; prominent veins on calf,Varicose_veins
 fatigue; bruising; obesity; swollen legs; swollen blood vessels; prominent veins on calf,Varicose_veins
 fatigue; cramps; obesity; swollen legs; swollen blood vessels; prominent veins on calf,Varicose_veins
 fatigue; cramps; bruising; swollen legs; swollen blood vessels; prominent veins on calf,Varicose_veins
 fatigue; cramps; bruising; obesity; swollen blood vessels; prominent veins on calf,Varicose_veins
 fatigue; cramps; bruising; obesity; swollen legs; prominent veins on calf,Varicose_veins
 fatigue; cramps; bruising; obesity; swollen legs; swollen blood vessels,Varicose_veins
 fatigue; weight gain; cold hands and feets; mood swings; lethargy; dizziness; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 weight gain; cold hands and feets; mood swings; lethargy; dizziness; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; cold hands and feets; mood swings; lethargy; dizziness; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; weight gain; mood swings; lethargy; dizziness; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; weight gain; cold hands and feets; lethargy; dizziness; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; weight gain; cold hands and feets; mood swings; dizziness; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; weight gain; cold hands and feets; mood swings; lethargy; puffy face and eyes; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; weight gain; cold hands and feets; mood swings; lethargy; dizziness; enlarged thyroid; brittle nails; swollen extremeties; depression; irritability; abnormal menstruation,Hypothyroidism
 fatigue; mood swings; weight loss; restlessness; sweating; diarrhoea; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 mood swings; weight loss; restlessness; sweating; diarrhoea; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; weight loss; restlessness; sweating; diarrhoea; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; mood swings; restlessness; sweating; diarrhoea; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; mood swings; weight loss; sweating; diarrhoea; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; mood swings; weight loss; restlessness; diarrhoea; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; mood swings; weight loss; restlessness; sweating; fast heart rate; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; mood swings; weight loss; restlessness; sweating; diarrhoea; excessive hunger; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 fatigue; mood swings; weight loss; restlessness; sweating; diarrhoea; fast heart rate; muscle weakness; irritability; abnormal menstruation,Hyperthyroidism
 vomiting; fatigue; anxiety; sweating; headache; nausea; blurred and distorted vision; excessive hunger; slurred speech; irritability; palpitations,Hypoglycemia
 vomiting; fatigue; anxiety; sweating; headache; nausea; blurred and distorted vision; excessive hunger; drying and tingling lips; slurred speech; irritability; palpitations,Hypoglycemia
